time,amplitude,minis
0.1,-0.0909423828125,0.0
0.10200000000000001,-0.09246826171875,0.0
0.10400000000000001,-0.24658203125,0.0
0.10600000000000001,-0.1263427734375,0.0
0.10800000000000001,-0.18951416015625,0.0
0.11000000000000001,-0.25238037109375,0.0
0.112,-0.28350830078125,0.0
0.114,-0.133056640625,0.0
0.116,-0.22613525390625,0.0
0.11800000000000001,-0.0152587890625,0.0
0.12000000000000001,0.4718017578125,0.0
0.12200000000000001,0.6829833984375,0.0
0.12400000000000001,0.65185546875,0.0
0.126,0.83251953125,0.0
0.128,0.74066162109375,0.0
0.13,0.61614990234375,0.0
0.132,0.55419921875,0.0
0.134,0.70404052734375,0.0
0.136,0.54901123046875,0.0
0.138,0.57708740234375,0.0
0.14,0.60638427734375,0.0
0.14200000000000002,0.48248291015625,0.0
0.14400000000000002,0.35797119140625,0.0
0.14600000000000002,0.447998046875,0.0
0.14800000000000002,0.38543701171875,0.0
0.15000000000000002,0.13885498046875,0.0
0.15200000000000002,0.13824462890625,0.0
0.15400000000000003,0.19775390625,0.0
0.156,0.135498046875,0.0
0.158,0.22430419921875,0.0
0.16,0.34576416015625,0.0
0.162,0.25177001953125,0.0
0.164,0.12786865234375,0.0
0.166,0.21728515625,0.0
0.168,0.216064453125,0.0
0.17,-0.02838134765625,0.0
0.17200000000000001,0.0006103515625,0.0
0.17400000000000002,0.15106201171875,0.0
0.17600000000000002,0.02838134765625,0.0
0.17800000000000002,0.0885009765625,0.0
0.18000000000000002,0.17974853515625,0.0
0.18200000000000002,0.14739990234375,0.0
0.18400000000000002,-0.00518798828125,0.0
0.18600000000000003,0.1153564453125,0.0
0.18800000000000003,0.05401611328125,0.0
0.19,-0.16082763671875,0.0
0.192,-0.0079345703125,0.0
0.194,-0.040283203125,0.0
0.196,-0.1318359375,0.0
0.198,-0.1336669921875,0.0
0.2,0.10986328125,0.0
0.202,-0.0738525390625,0.0
0.20400000000000001,-0.16510009765625,0.0
0.20600000000000002,-0.01373291015625,0.0
0.20800000000000002,-0.135498046875,0.0
0.21000000000000002,-0.25787353515625,0.0
0.21200000000000002,-0.167236328125,0.0
0.21400000000000002,-0.076904296875,0.0
0.21600000000000003,-0.13946533203125,0.0
0.21800000000000003,-0.14068603515625,0.0
0.22000000000000003,0.04302978515625,0.0
0.22200000000000003,-0.07476806640625,0.0
0.224,-0.1593017578125,0.0
0.226,-0.1214599609375,0.0
0.228,-0.05126953125,0.0
0.23,-0.25726318359375,0.0
0.232,-0.0958251953125,0.0
0.234,0.00244140625,0.0
0.23600000000000002,-0.081787109375,0.0
0.23800000000000002,-0.04486083984375,0.0
0.24000000000000002,0.02227783203125,0.0
0.24200000000000002,-0.09521484375,0.0
0.24400000000000002,-0.181884765625,0.0
0.24600000000000002,0.0360107421875,0.0
0.24800000000000003,-0.0201416015625,0.0
0.25,-0.29083251953125,0.0
0.252,-0.13519287109375,0.0
0.254,-0.07354736328125,0.0
0.256,-0.04150390625,0.0
0.258,-0.13092041015625,0.0
0.26,0.146484375,0.0
0.262,-0.00396728515625,0.0
0.264,-0.09368896484375,0.0
0.266,0.0299072265625,0.0
0.268,-0.1513671875,0.0
0.27,-0.21026611328125,0.0
0.272,-0.08697509765625,0.0
0.274,-0.0567626953125,0.0
0.276,-0.0860595703125,0.0
0.278,-0.11566162109375,0.0
0.28,0.098876953125,0.0
0.28200000000000003,-0.05401611328125,0.0
0.28400000000000003,-0.05157470703125,0.0
0.28600000000000003,-0.08209228515625,0.0
0.28800000000000003,-0.05126953125,0.0
0.29000000000000004,-0.35614013671875,0.0
0.29200000000000004,-0.142822265625,0.0
0.29400000000000004,-0.08209228515625,0.0
0.29600000000000004,-0.0830078125,0.0
0.29800000000000004,-0.11474609375,0.0
0.30000000000000004,0.006103515625,0.0
0.30200000000000005,-0.08575439453125,0.0
0.30400000000000005,-0.0860595703125,0.0
0.30600000000000005,-0.11810302734375,0.0
0.30800000000000005,-0.118408203125,0.0
0.31,-0.11871337890625,0.0
0.312,-0.11962890625,0.0
0.314,0.06103515625,0.0
0.316,-0.06103515625,0.0
0.318,-0.0311279296875,0.0
0.32,0.08941650390625,0.0
0.322,0.02777099609375,0.0
0.324,-0.0335693359375,0.0
0.326,-0.03509521484375,0.0
0.328,0.02410888671875,0.0
0.33,-0.2203369140625,0.0
0.332,-0.06866455078125,0.0
0.334,0.02166748046875,0.0
0.336,-0.0396728515625,0.0
0.338,0.020751953125,0.0
0.34,0.2032470703125,0.0
0.342,0.04913330078125,0.0
0.34400000000000003,-0.01190185546875,0.0
0.34600000000000003,0.01678466796875,0.0
0.34800000000000003,0.04730224609375,0.0
0.35000000000000003,-0.1055908203125,0.0
0.35200000000000004,0.13702392578125,0.0
0.35400000000000004,0.10345458984375,0.0
0.35600000000000004,-0.01983642578125,0.0
0.35800000000000004,0.01007080078125,0.0
0.36000000000000004,0.191650390625,0.0
0.36200000000000004,0.13092041015625,0.0
0.36400000000000005,0.03997802734375,0.0
0.36600000000000005,0.10040283203125,0.0
0.36800000000000005,0.0701904296875,0.0
0.37000000000000005,-0.08392333984375,0.0
0.37200000000000005,0.09735107421875,0.0
0.37400000000000005,0.096435546875,0.0
0.37600000000000006,0.003662109375,0.0
0.37800000000000006,0.06439208984375,0.0
0.38,0.2764892578125,0.0
0.382,-0.0286865234375,0.0
0.384,0.06317138671875,0.0
0.386,0.15472412109375,0.0
0.388,0.09368896484375,0.0
0.39,-0.05950927734375,0.0
0.392,0.0909423828125,0.0
0.394,0.11962890625,0.0
0.396,0.057373046875,0.0
0.398,0.0567626953125,0.0
0.4,0.208740234375,0.0
0.402,0.02471923828125,0.0
0.404,0.0555419921875,0.0
0.406,0.08575439453125,0.0
0.40800000000000003,-0.0384521484375,0.0
0.41000000000000003,-0.1007080078125,0.0
0.41200000000000003,0.142822265625,0.0
0.41400000000000003,-0.01251220703125,0.0
0.41600000000000004,-0.01220703125,0.0
0.41800000000000004,0.07904052734375,0.0
0.42000000000000004,0.17181396484375,0.0
0.42200000000000004,0.0189208984375,0.0
0.42400000000000004,0.05096435546875,0.0
0.42600000000000005,0.11260986328125,0.0
0.42800000000000005,0.0213623046875,0.0
0.43000000000000005,-0.130615234375,0.0
0.43200000000000005,0.05157470703125,0.0
0.43400000000000005,0.04974365234375,0.0
0.43600000000000005,-0.01129150390625,0.0
0.43800000000000006,0.0201416015625,0.0
0.44000000000000006,0.1739501953125,0.0
0.44200000000000006,-0.09857177734375,0.0
0.44400000000000006,-0.00396728515625,0.0
0.44600000000000006,0.02716064453125,0.0
0.448,-0.00274658203125,0.0
0.45,-0.15472412109375,0.0
0.452,0.1507568359375,0.0
0.454,0.03021240234375,0.0
0.456,0.0006103515625,0.0
0.458,0.00213623046875,0.0
0.46,0.09490966796875,0.0
0.462,-0.08544921875,0.0
0.464,-0.05157470703125,0.0
0.466,-0.01922607421875,0.0
0.468,-0.01800537109375,0.0
0.47000000000000003,-0.04730224609375,0.0
0.47200000000000003,-0.01556396484375,0.0
0.47400000000000003,0.04638671875,0.0
0.47600000000000003,-0.07354736328125,0.0
0.47800000000000004,0.01953125,0.0
0.48000000000000004,0.0830078125,0.0
0.48200000000000004,-0.096435546875,0.0
0.48400000000000004,-0.0634765625,0.0
0.48600000000000004,-0.09185791015625,0.0
0.48800000000000004,0.001220703125,0.0
0.49000000000000005,-0.1495361328125,0.0
0.49200000000000005,0.03448486328125,0.0
0.49400000000000005,0.03509521484375,0.0
0.49600000000000005,-0.02410888671875,0.0
0.49800000000000005,-0.0518798828125,0.0
0.5,0.10284423828125,0.0
0.502,-0.10772705078125,0.0
0.504,-0.04364013671875,0.0
0.506,0.11138916015625,0.0
0.508,0.02105712890625,0.0
0.51,-0.03936767578125,0.0
0.512,0.17425537109375,0.0
0.514,0.0537109375,0.0
0.516,-0.00640869140625,0.0
0.518,-0.12725830078125,0.0
0.52,0.14984130859375,0.0
0.522,-0.09246826171875,0.0
0.524,-0.06011962890625,0.0
0.526,-0.028076171875,0.0
0.528,0.0030517578125,0.0
0.53,-0.08819580078125,0.0
0.532,0.155029296875,0.0
0.534,0.0628662109375,0.0
0.536,-0.089111328125,0.0
0.538,-0.0579833984375,0.0
0.54,0.03448486328125,0.0
0.542,-0.20782470703125,0.0
0.544,-0.0238037109375,0.0
0.546,0.00701904296875,0.0
0.548,0.0372314453125,0.0
0.55,-0.08392333984375,0.0
0.552,0.03753662109375,0.0
0.554,0.06866455078125,0.0
0.556,-0.11505126953125,0.0
